timestamp,sensor_id,speed_mph,volume_vehicles_per_hour,latitude,longitude,road_type,road_name,direction
2023-06-01 02:30:00,METR_LA_001,32.6,3.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 02:35:00,METR_LA_001,33.6,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 02:40:00,METR_LA_001,33.5,5.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 02:45:00,METR_LA_001,35.0,0.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 02:50:00,METR_LA_001,34.0,0.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 02:55:00,METR_LA_001,33.3,3.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 03:00:00,METR_LA_001,29.1,11.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 03:05:00,METR_LA_001,35.0,4.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 03:10:00,METR_LA_001,32.2,5.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 03:15:00,METR_LA_001,34.0,6.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 03:20:00,METR_LA_001,32.8,4.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 03:25:00,METR_LA_001,32.1,4.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 03:30:00,METR_LA_001,31.4,11.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 03:35:00,METR_LA_001,35.0,3.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 03:40:00,METR_LA_001,30.7,8.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 03:45:00,METR_LA_001,32.4,8.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 03:50:00,METR_LA_001,29.1,6.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 03:55:00,METR_LA_001,29.2,16.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 04:00:00,METR_LA_001,34.8,0.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 04:05:00,METR_LA_001,31.0,8.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 04:10:00,METR_LA_001,30.3,15.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 04:15:00,METR_LA_001,34.9,4.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 04:20:00,METR_LA_001,27.4,11.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 04:25:00,METR_LA_001,35.0,0.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 04:30:00,METR_LA_001,31.0,3.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 04:35:00,METR_LA_001,30.6,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 04:40:00,METR_LA_001,33.7,0.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 04:45:00,METR_LA_001,33.3,0.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 04:50:00,METR_LA_001,28.7,11.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 04:55:00,METR_LA_001,33.1,5.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 05:00:00,METR_LA_001,28.9,8.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 05:05:00,METR_LA_001,25.5,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 05:10:00,METR_LA_001,34.2,0.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 05:15:00,METR_LA_001,30.4,3.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 05:20:00,METR_LA_001,31.0,9.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 05:25:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 05:30:00,METR_LA_001,29.5,1.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 05:35:00,METR_LA_001,34.2,2.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 05:40:00,METR_LA_001,32.2,10.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 05:45:00,METR_LA_001,30.0,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 05:50:00,METR_LA_001,28.2,9.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 05:55:00,METR_LA_001,29.9,8.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 06:00:00,METR_LA_001,24.3,9.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 06:05:00,METR_LA_001,26.3,10.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 06:10:00,METR_LA_001,21.3,24.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 06:15:00,METR_LA_001,28.6,3.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 06:20:00,METR_LA_001,27.5,8.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 06:25:00,METR_LA_001,25.3,17.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 06:30:00,METR_LA_001,19.8,10.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 06:35:00,METR_LA_001,25.4,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 06:40:00,METR_LA_001,24.9,4.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 06:45:00,METR_LA_001,23.7,10.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 06:50:00,METR_LA_001,24.6,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 06:55:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 07:00:00,METR_LA_001,9.8,22.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 07:05:00,METR_LA_001,10.9,31.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 07:10:00,METR_LA_001,11.1,24.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 07:15:00,METR_LA_001,15.5,27.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 07:20:00,METR_LA_001,10.5,24.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 07:25:00,METR_LA_001,11.8,22.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 07:30:00,METR_LA_001,11.0,28.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 07:35:00,METR_LA_001,13.0,29.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 07:40:00,METR_LA_001,11.9,40.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 07:45:00,METR_LA_001,17.7,24.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 07:50:00,METR_LA_001,13.0,22.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 07:55:00,METR_LA_001,14.6,29.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 08:00:00,METR_LA_001,13.4,27.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 08:05:00,METR_LA_001,8.1,33.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 08:10:00,METR_LA_001,12.7,23.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 08:15:00,METR_LA_001,12.8,29.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 08:20:00,METR_LA_001,10.0,26.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 08:25:00,METR_LA_001,10.3,26.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 08:30:00,METR_LA_001,9.7,31.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 08:35:00,METR_LA_001,12.2,26.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 08:40:00,METR_LA_001,13.5,32.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 08:45:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 08:50:00,METR_LA_001,9.4,38.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 08:55:00,METR_LA_001,12.6,20.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 09:00:00,METR_LA_001,11.2,24.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 09:05:00,METR_LA_001,8.5,29.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 09:10:00,METR_LA_001,8.7,29.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 09:15:00,METR_LA_001,14.0,22.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 09:20:00,METR_LA_001,15.4,25.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 09:25:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 09:30:00,METR_LA_001,14.1,24.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 09:35:00,METR_LA_001,12.2,30.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 09:40:00,METR_LA_001,8.6,27.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 09:45:00,METR_LA_001,11.3,24.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 09:50:00,METR_LA_001,9.4,32.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 09:55:00,METR_LA_001,11.0,21.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 10:00:00,METR_LA_001,25.4,10.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 10:05:00,METR_LA_001,21.1,20.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 10:10:00,METR_LA_001,22.8,17.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 10:15:00,METR_LA_001,29.4,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 10:20:00,METR_LA_001,21.3,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 10:25:00,METR_LA_001,26.3,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 10:30:00,METR_LA_001,24.4,27.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 10:35:00,METR_LA_001,20.9,23.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 10:40:00,METR_LA_001,20.9,19.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 10:45:00,METR_LA_001,27.7,17.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 10:50:00,METR_LA_001,24.1,18.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 10:55:00,METR_LA_001,22.9,20.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 11:00:00,METR_LA_001,25.1,18.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 11:05:00,METR_LA_001,23.2,20.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 11:10:00,METR_LA_001,27.4,14.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 11:15:00,METR_LA_001,24.4,15.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 11:20:00,METR_LA_001,24.3,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 11:25:00,METR_LA_001,21.4,20.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 11:30:00,METR_LA_001,29.3,8.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 11:35:00,METR_LA_001,25.0,3.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 11:40:00,METR_LA_001,23.2,18.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 11:45:00,METR_LA_001,26.2,15.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 11:50:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 11:55:00,METR_LA_001,26.9,7.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 12:00:00,METR_LA_001,24.7,6.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 12:05:00,METR_LA_001,24.2,19.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 12:10:00,METR_LA_001,26.0,14.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 12:15:00,METR_LA_001,22.3,7.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 12:20:00,METR_LA_001,26.6,10.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 12:25:00,METR_LA_001,22.5,17.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 12:30:00,METR_LA_001,26.6,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 12:35:00,METR_LA_001,24.1,20.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 12:40:00,METR_LA_001,22.8,15.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 12:45:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 12:50:00,METR_LA_001,27.7,14.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 12:55:00,METR_LA_001,24.0,10.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 13:00:00,METR_LA_001,28.1,15.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 13:05:00,METR_LA_001,22.4,18.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 13:10:00,METR_LA_001,25.5,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 13:15:00,METR_LA_001,23.6,11.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 13:20:00,METR_LA_001,23.0,18.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 13:25:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 13:30:00,METR_LA_001,23.5,14.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 13:35:00,METR_LA_001,25.2,22.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 13:40:00,METR_LA_001,23.7,22.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 13:45:00,METR_LA_001,19.8,20.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 13:50:00,METR_LA_001,21.1,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 13:55:00,METR_LA_001,23.4,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 14:00:00,METR_LA_001,20.7,23.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 14:05:00,METR_LA_001,24.3,11.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 14:10:00,METR_LA_001,25.4,8.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 14:15:00,METR_LA_001,23.9,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 14:20:00,METR_LA_001,28.5,15.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 14:25:00,METR_LA_001,27.6,10.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 14:30:00,METR_LA_001,25.6,9.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 14:35:00,METR_LA_001,28.1,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 14:40:00,METR_LA_001,27.7,11.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 14:45:00,METR_LA_001,22.3,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 14:50:00,METR_LA_001,24.5,25.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 14:55:00,METR_LA_001,32.1,3.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 15:00:00,METR_LA_001,25.1,4.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 15:05:00,METR_LA_001,27.3,7.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 15:10:00,METR_LA_001,22.3,17.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 15:15:00,METR_LA_001,25.7,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 15:20:00,METR_LA_001,26.2,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 15:25:00,METR_LA_001,27.9,10.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 15:30:00,METR_LA_001,27.1,14.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 15:35:00,METR_LA_001,25.3,14.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 15:40:00,METR_LA_001,19.8,17.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 15:45:00,METR_LA_001,22.1,20.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 15:50:00,METR_LA_001,23.3,11.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 15:55:00,METR_LA_001,24.3,26.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 16:00:00,METR_LA_001,26.8,1.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 16:05:00,METR_LA_001,23.7,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 16:10:00,METR_LA_001,22.1,28.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 16:15:00,METR_LA_001,22.8,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 16:20:00,METR_LA_001,23.6,21.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 16:25:00,METR_LA_001,18.8,25.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 16:30:00,METR_LA_001,25.3,7.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 16:35:00,METR_LA_001,26.3,9.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 16:40:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 16:45:00,METR_LA_001,26.8,11.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 16:50:00,METR_LA_001,28.3,2.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 16:55:00,METR_LA_001,22.7,15.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 17:00:00,METR_LA_001,16.4,22.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 17:05:00,METR_LA_001,9.2,28.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 17:10:00,METR_LA_001,10.1,18.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 17:15:00,METR_LA_001,10.9,24.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 17:20:00,METR_LA_001,11.5,28.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 17:25:00,METR_LA_001,10.8,27.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 17:30:00,METR_LA_001,14.2,21.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 17:35:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 17:40:00,METR_LA_001,16.9,17.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 17:45:00,METR_LA_001,12.6,23.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 17:50:00,METR_LA_001,13.2,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 17:55:00,METR_LA_001,10.2,26.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 18:00:00,METR_LA_001,10.3,30.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 18:05:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 18:10:00,METR_LA_001,11.0,21.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 18:15:00,METR_LA_001,15.8,24.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 18:20:00,METR_LA_001,9.8,29.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 18:25:00,METR_LA_001,8.3,29.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 18:30:00,METR_LA_001,11.7,31.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 18:35:00,METR_LA_001,11.7,30.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 18:40:00,METR_LA_001,11.7,23.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 18:45:00,METR_LA_001,11.8,24.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 18:50:00,METR_LA_001,11.7,19.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 18:55:00,METR_LA_001,13.8,23.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 19:00:00,METR_LA_001,14.0,24.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 19:05:00,METR_LA_001,10.1,28.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 19:10:00,METR_LA_001,12.5,25.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 19:15:00,METR_LA_001,17.5,20.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 19:20:00,METR_LA_001,16.2,24.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 19:25:00,METR_LA_001,11.7,33.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 19:30:00,METR_LA_001,10.9,37.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 19:35:00,METR_LA_001,10.1,23.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 19:40:00,METR_LA_001,14.3,20.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 19:45:00,METR_LA_001,9.2,27.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 19:50:00,METR_LA_001,8.3,27.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 19:55:00,METR_LA_001,9.1,26.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 20:00:00,METR_LA_001,21.1,20.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 20:05:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 20:10:00,METR_LA_001,28.2,7.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 20:15:00,METR_LA_001,26.4,7.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 20:20:00,METR_LA_001,25.4,15.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 20:25:00,METR_LA_001,27.6,6.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 20:30:00,METR_LA_001,26.9,7.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 20:35:00,METR_LA_001,28.1,6.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 20:40:00,METR_LA_001,23.3,10.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 20:45:00,METR_LA_001,23.6,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 20:50:00,METR_LA_001,25.6,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 20:55:00,METR_LA_001,29.1,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 21:00:00,METR_LA_001,24.9,6.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 21:05:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 21:10:00,METR_LA_001,23.3,16.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 21:15:00,METR_LA_001,27.8,11.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 21:20:00,METR_LA_001,23.6,5.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 21:25:00,METR_LA_001,24.1,15.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 21:30:00,METR_LA_001,29.9,7.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 21:35:00,METR_LA_001,24.5,13.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 21:40:00,METR_LA_001,25.1,17.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 21:45:00,METR_LA_001,,,33.941009,-118.030741,local,Hope St,NE
2023-06-01 21:50:00,METR_LA_001,23.8,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 21:55:00,METR_LA_001,26.6,16.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 22:00:00,METR_LA_001,33.4,3.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 22:05:00,METR_LA_001,34.0,10.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 22:10:00,METR_LA_001,35.0,11.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 22:15:00,METR_LA_001,30.0,11.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 22:20:00,METR_LA_001,35.0,2.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 22:25:00,METR_LA_001,31.7,8.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 22:30:00,METR_LA_001,32.2,4.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 22:35:00,METR_LA_001,34.8,4.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 22:40:00,METR_LA_001,32.1,0.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 22:45:00,METR_LA_001,35.0,0.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 22:50:00,METR_LA_001,30.6,5.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 22:55:00,METR_LA_001,31.7,7.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 23:00:00,METR_LA_001,31.3,12.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 23:05:00,METR_LA_001,32.6,10.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 23:10:00,METR_LA_001,35.0,4.0,33.941009,-118.030741,local,Hope St,NE
2023-06-01 23:15:00,METR_LA_001,29.7,8.0,33.941009,-118.030741,local,Hope St,NE
